ShipmentID,ProductID,WarehouseID,Carrier,ShipDate,RequestedDate,DeliveredDate,Qty,Revenue,FreightCost,OnTimeFlag,TransitDays
82973,111,4,GroundCo,2025-09-01,2025-09-06,2025-09-04,100,950.0,27.96,1,3
82974,104,3,GroundCo,2025-09-01,2025-09-05,2025-09-05,75,33.75,0.79,1,4
82975,105,4,RegionalX,2025-09-02,2025-09-05,2025-09-06,50,325.0,16.64,0,4
82976,113,3,RegionalX,2025-09-02,2025-09-05,2025-09-06,75,221.25,7.68,0,4
82977,115,1,RegionalX,2025-09-02,2025-09-06,2025-09-06,50,349.5,17.2,1,4
82978,102,2,AirFast,2025-09-02,2025-09-04,2025-09-04,50,80.0,7.04,1,2
82979,107,4,GroundCo,2025-09-03,2025-09-07,2025-09-06,50,190.0,7.63,1,3
82980,102,2,GroundCo,2025-09-03,2025-09-09,2025-09-08,100,160.0,6.5,1,5
82981,112,1,AirFast,2025-09-03,2025-09-04,2025-09-04,50,787.5,52.6,1,1
82982,112,2,GroundCo,2025-09-04,2025-09-08,2025-09-08,20,315.0,12.18,1,4
82983,112,2,AirFast,2025-09-04,2025-09-05,2025-09-06,100,1575.0,148.4,0,2
82984,103,1,GroundCo,2025-09-04,2025-09-09,2025-09-12,20,15.0,0.34,0,8
82985,102,3,RegionalX,2025-09-04,2025-09-07,2025-09-07,10,16.0,0.85,1,3
82986,106,2,RegionalX,2025-09-05,2025-09-09,2025-09-07,10,99.0,3.53,1,2
82987,105,3,GroundCo,2025-09-05,2025-09-11,2025-09-10,40,260.0,7.14,1,5
82988,101,4,GroundCo,2025-09-05,2025-09-10,2025-09-09,50,60.0,1.92,1,4
82989,107,4,GroundCo,2025-09-05,2025-09-10,2025-09-09,100,380.0,10.32,1,4
82990,109,2,RegionalX,2025-09-05,2025-09-08,2025-09-09,10,120.0,6.91,0,4
82991,106,2,GroundCo,2025-09-06,2025-09-12,2025-09-11,25,247.5,10.7,1,5
82992,113,1,GroundCo,2025-09-06,2025-09-12,2025-09-11,10,29.5,0.84,1,5
82993,110,1,GroundCo,2025-09-06,2025-09-12,2025-09-11,100,825.0,23.82,1,5
82994,111,3,GroundCo,2025-09-06,2025-09-10,2025-09-09,75,712.5,23.45,1,3
82995,109,2,GroundCo,2025-09-06,2025-09-12,2025-09-10,10,120.0,5.69,1,4
82996,103,4,RegionalX,2025-09-07,2025-09-11,2025-09-12,50,37.5,1.33,0,5
82997,111,3,GroundCo,2025-09-07,2025-09-13,2025-09-10,100,950.0,24.97,1,3
82998,110,2,GroundCo,2025-09-07,2025-09-13,2025-09-12,100,825.0,26.84,1,5
82999,103,2,GroundCo,2025-09-07,2025-09-11,2025-09-10,40,30.0,0.7,1,3
83000,101,4,AirFast,2025-09-07,2025-09-10,2025-09-08,25,30.0,2.45,1,1
83001,105,2,RegionalX,2025-09-07,2025-09-10,2025-09-09,10,65.0,2.49,1,2
83002,115,1,GroundCo,2025-09-08,2025-09-14,2025-09-11,50,349.5,14.45,1,3
83003,109,4,GroundCo,2025-09-08,2025-09-12,2025-09-11,40,480.0,15.96,1,3
83004,115,2,GroundCo,2025-09-08,2025-09-13,2025-09-12,40,279.6,8.57,1,4
83005,113,4,RegionalX,2025-09-08,2025-09-12,2025-09-12,50,147.5,4.31,1,4
83006,111,3,GroundCo,2025-09-09,2025-09-14,2025-09-12,75,712.5,29.07,1,3
83007,106,3,GroundCo,2025-09-09,2025-09-13,2025-09-13,20,198.0,7.24,1,4
83008,115,4,RegionalX,2025-09-09,2025-09-13,2025-09-13,40,279.6,12.78,1,4
83009,102,2,GroundCo,2025-09-10,2025-09-15,2025-09-13,10,16.0,0.67,1,3
83010,101,1,AirFast,2025-09-10,2025-09-13,2025-09-12,100,120.0,8.33,1,2
83011,115,3,GroundCo,2025-09-10,2025-09-15,2025-09-14,50,349.5,14.39,1,4
83012,102,1,GroundCo,2025-09-10,2025-09-14,2025-09-15,10,16.0,0.64,0,5
83013,112,2,RegionalX,2025-09-11,2025-09-16,2025-09-13,75,1181.25,57.46,1,2
83014,113,1,GroundCo,2025-09-11,2025-09-17,2025-09-15,100,295.0,7.79,1,4
83015,108,2,RegionalX,2025-09-11,2025-09-15,2025-09-15,50,270.0,11.3,1,4
83016,104,1,RegionalX,2025-09-11,2025-09-16,2025-09-15,25,11.25,0.36,1,4
83017,108,1,RegionalX,2025-09-11,2025-09-16,2025-09-14,25,135.0,6.79,1,3
83018,114,3,GroundCo,2025-09-12,2025-09-16,2025-09-15,75,345.0,10.33,1,3
83019,111,2,RegionalX,2025-09-12,2025-09-17,2025-09-16,20,190.0,8.28,1,4
83020,101,1,GroundCo,2025-09-12,2025-09-16,2025-09-15,20,24.0,0.81,1,3
83021,109,3,GroundCo,2025-09-12,2025-09-17,2025-09-16,75,900.0,35.18,1,4
83022,107,4,GroundCo,2025-09-12,2025-09-17,2025-09-17,50,190.0,5.46,1,5
83023,105,3,RegionalX,2025-09-12,2025-09-17,2025-09-14,100,650.0,22.04,1,2
83024,111,2,GroundCo,2025-09-13,2025-09-18,2025-09-18,40,380.0,14.8,1,5
83025,106,2,AirFast,2025-09-13,2025-09-16,2025-09-15,75,742.5,61.81,1,2
83026,105,1,AirFast,2025-09-13,2025-09-16,2025-09-15,10,65.0,4.38,1,2
83027,115,2,GroundCo,2025-09-13,2025-09-17,2025-09-18,25,174.75,4.94,0,5
83028,110,4,GroundCo,2025-09-13,2025-09-17,2025-09-17,25,206.25,6.72,1,4
83029,102,3,RegionalX,2025-09-14,2025-09-18,2025-09-18,40,64.0,2.75,1,4
83030,109,4,GroundCo,2025-09-14,2025-09-18,2025-09-19,75,900.0,36.55,0,5
83031,104,3,RegionalX,2025-09-14,2025-09-17,2025-09-16,100,45.0,1.25,1,2
83032,104,1,GroundCo,2025-09-14,2025-09-19,2025-09-19,75,33.75,0.84,1,5
83033,103,3,GroundCo,2025-09-14,2025-09-19,2025-09-19,50,37.5,0.91,1,5
83034,108,4,GroundCo,2025-09-15,2025-09-21,2025-09-19,10,54.0,1.83,1,4
83035,112,1,AirFast,2025-09-15,2025-09-18,2025-09-16,100,1575.0,110.23,1,1
83036,113,2,GroundCo,2025-09-15,2025-09-21,2025-09-19,25,73.75,2.62,1,4
83037,108,2,GroundCo,2025-09-15,2025-09-20,2025-09-20,50,270.0,9.39,1,5
83038,106,3,GroundCo,2025-09-16,2025-09-21,2025-09-19,10,99.0,4.24,1,3
83039,101,4,GroundCo,2025-09-16,2025-09-22,2025-09-20,25,30.0,1.12,1,4
83040,103,4,GroundCo,2025-09-16,2025-09-21,2025-09-20,75,56.25,1.89,1,4
83041,114,3,RegionalX,2025-09-16,2025-09-19,2025-09-18,10,46.0,2.02,1,2
83042,114,3,GroundCo,2025-09-16,2025-09-22,2025-09-24,75,345.0,12.62,0,8
83043,112,1,GroundCo,2025-09-17,2025-09-22,2025-09-24,10,157.5,6.04,0,7
83044,114,1,RegionalX,2025-09-17,2025-09-21,2025-09-21,40,184.0,6.09,1,4
83045,115,2,GroundCo,2025-09-17,2025-09-22,2025-09-22,40,279.6,9.07,1,5
83046,108,3,GroundCo,2025-09-17,2025-09-21,2025-09-22,40,216.0,8.56,0,5
83047,101,4,RegionalX,2025-09-17,2025-09-22,2025-09-21,10,12.0,0.57,1,4
83048,110,1,GroundCo,2025-09-18,2025-09-23,2025-09-23,25,206.25,7.83,1,5
83049,105,3,GroundCo,2025-09-18,2025-09-24,2025-09-22,25,162.5,4.74,1,4
83050,102,4,AirFast,2025-09-18,2025-09-21,2025-09-20,50,80.0,6.81,1,2
83051,111,4,GroundCo,2025-09-19,2025-09-24,2025-09-23,40,380.0,13.53,1,4
83052,101,4,GroundCo,2025-09-19,2025-09-24,2025-09-23,25,30.0,1.12,1,4
83053,112,2,RegionalX,2025-09-19,2025-09-22,2025-09-26,25,393.75,18.7,0,7
83054,111,4,GroundCo,2025-09-19,2025-09-24,2025-09-22,100,950.0,39.54,1,3
83055,112,1,RegionalX,2025-09-19,2025-09-24,2025-09-21,25,393.75,18.26,1,2
83056,105,1,GroundCo,2025-09-20,2025-09-26,2025-09-23,25,162.5,6.81,1,3
83057,111,1,GroundCo,2025-09-20,2025-09-26,2025-09-24,25,237.5,9.53,1,4
83058,113,3,RegionalX,2025-09-20,2025-09-23,2025-09-24,25,73.75,2.47,0,4
83059,109,4,GroundCo,2025-09-20,2025-09-25,2025-09-25,25,300.0,10.89,1,5
83060,102,2,GroundCo,2025-09-21,2025-09-27,2025-09-25,75,120.0,3.5,1,4
83061,109,3,RegionalX,2025-09-21,2025-09-25,2025-09-25,25,300.0,13.46,1,4
83062,104,2,GroundCo,2025-09-21,2025-09-26,2025-09-26,25,11.25,0.29,1,5
83063,113,3,GroundCo,2025-09-21,2025-09-26,2025-09-25,50,147.5,5.37,1,4
83064,102,4,GroundCo,2025-09-21,2025-09-27,2025-09-25,20,32.0,1.23,1,4
83065,113,2,GroundCo,2025-09-22,2025-09-26,2025-09-27,20,59.0,2.03,0,5
83066,111,3,GroundCo,2025-09-22,2025-09-26,2025-09-26,25,237.5,7.75,1,4
83067,110,4,RegionalX,2025-09-22,2025-09-26,2025-09-25,10,82.5,3.9,1,3
83068,112,2,AirFast,2025-09-23,2025-09-26,2025-09-24,10,157.5,12.77,1,1
83069,101,2,GroundCo,2025-09-23,2025-09-28,2025-09-27,25,30.0,0.82,1,4
83070,108,1,GroundCo,2025-09-23,2025-09-28,2025-09-26,100,540.0,18.54,1,3
83071,110,1,RegionalX,2025-09-23,2025-09-26,2025-09-25,10,82.5,4.37,1,2
83072,108,3,RegionalX,2025-09-23,2025-09-28,2025-09-27,40,216.0,8.0,1,4
83073,109,3,GroundCo,2025-09-23,2025-09-28,2025-09-30,10,120.0,3.85,0,7
83074,110,2,RegionalX,2025-09-24,2025-09-29,2025-09-27,100,825.0,39.13,1,3
83075,106,2,RegionalX,2025-09-24,2025-09-27,2025-09-28,40,396.0,20.36,0,4
83076,112,4,GroundCo,2025-09-24,2025-09-29,2025-09-29,10,157.5,5.99,1,5
83077,105,1,AirFast,2025-09-24,2025-09-26,2025-09-25,20,130.0,9.76,1,1
83078,102,3,GroundCo,2025-09-24,2025-09-29,2025-10-02,50,80.0,2.43,0,8
83079,110,2,GroundCo,2025-09-25,2025-10-01,2025-10-04,100,825.0,28.6,0,9
83080,113,4,GroundCo,2025-09-25,2025-09-29,2025-10-02,100,295.0,9.01,0,7
83081,101,2,RegionalX,2025-09-25,2025-09-30,2025-09-27,100,120.0,6.29,1,2
83082,111,2,RegionalX,2025-09-25,2025-09-30,2025-09-28,100,950.0,41.86,1,3
83083,103,4,RegionalX,2025-09-25,2025-09-28,2025-10-01,50,37.5,1.11,0,6
83084,104,4,RegionalX,2025-09-26,2025-10-01,2025-09-28,25,11.25,0.27,1,2
83085,109,4,GroundCo,2025-09-26,2025-09-30,2025-09-29,50,600.0,25.56,1,3
83086,104,2,GroundCo,2025-09-26,2025-10-02,2025-09-29,75,33.75,0.9,1,3
83087,102,1,RegionalX,2025-09-26,2025-10-01,2025-09-28,100,160.0,8.4,1,2
83088,113,3,GroundCo,2025-09-26,2025-10-01,2025-09-30,100,295.0,9.47,1,4
83089,105,4,AirFast,2025-09-26,2025-09-27,2025-09-28,75,487.5,40.0,0,2
83090,105,1,GroundCo,2025-09-27,2025-10-03,2025-10-02,10,65.0,2.04,1,5
83091,104,4,AirFast,2025-09-27,2025-09-30,2025-09-29,20,9.0,0.41,1,2
83092,101,2,GroundCo,2025-09-27,2025-10-03,2025-10-02,75,90.0,3.29,1,5
83093,108,4,GroundCo,2025-09-27,2025-10-01,2025-10-01,100,540.0,22.16,1,4
83094,102,3,GroundCo,2025-09-27,2025-10-01,2025-09-30,20,32.0,1.02,1,3
83095,104,2,GroundCo,2025-09-28,2025-10-02,2025-10-02,10,4.5,0.09,1,4
83096,104,4,GroundCo,2025-09-28,2025-10-04,2025-10-02,10,4.5,0.13,1,4
83097,108,4,GroundCo,2025-09-28,2025-10-02,2025-10-06,50,270.0,9.16,0,8
83098,109,2,RegionalX,2025-09-28,2025-10-01,2025-10-01,40,480.0,18.03,1,3
83099,111,4,RegionalX,2025-09-29,2025-10-04,2025-10-01,10,95.0,4.07,1,2
83100,101,3,GroundCo,2025-09-29,2025-10-05,2025-10-02,100,120.0,4.51,1,3
83101,102,4,RegionalX,2025-09-29,2025-10-02,2025-10-03,20,32.0,1.21,0,4
83102,114,3,RegionalX,2025-09-29,2025-10-03,2025-10-02,100,460.0,18.09,1,3
83103,102,1,GroundCo,2025-09-29,2025-10-05,2025-10-07,25,40.0,1.52,0,8
83104,101,4,RegionalX,2025-09-29,2025-10-04,2025-10-03,25,30.0,1.45,1,4
83105,111,1,GroundCo,2025-09-30,2025-10-05,2025-10-03,20,190.0,7.15,1,3
83106,110,4,RegionalX,2025-09-30,2025-10-05,2025-10-03,10,82.5,3.71,1,3
83107,102,2,GroundCo,2025-09-30,2025-10-04,2025-10-04,50,80.0,3.51,1,4
83108,108,3,GroundCo,2025-09-30,2025-10-04,2025-10-03,25,135.0,5.03,1,3
83109,107,2,RegionalX,2025-09-30,2025-10-03,2025-10-02,25,95.0,3.26,1,2
83110,102,4,RegionalX,2025-09-30,2025-10-03,2025-10-04,100,160.0,7.07,0,4
83111,109,1,GroundCo,2025-10-01,2025-10-07,2025-10-05,100,1200.0,48.27,1,4
83112,113,3,GroundCo,2025-10-01,2025-10-07,2025-10-04,100,295.0,8.54,1,3
83113,108,2,RegionalX,2025-10-01,2025-10-04,2025-10-04,25,135.0,7.08,1,3
83114,107,2,RegionalX,2025-10-01,2025-10-05,2025-10-03,75,285.0,13.13,1,2
83115,105,1,AirFast,2025-10-01,2025-10-02,2025-10-03,100,650.0,40.67,0,2
83116,110,3,GroundCo,2025-10-02,2025-10-08,2025-10-07,75,618.75,22.46,1,5
83117,115,2,GroundCo,2025-10-02,2025-10-08,2025-10-06,100,699.0,29.08,1,4
83118,102,4,RegionalX,2025-10-02,2025-10-05,2025-10-06,20,32.0,1.41,0,4
83119,115,3,GroundCo,2025-10-03,2025-10-09,2025-10-07,25,174.75,4.87,1,4
83120,107,3,GroundCo,2025-10-03,2025-10-09,2025-10-08,20,76.0,2.3,1,5
83121,104,4,GroundCo,2025-10-03,2025-10-07,2025-10-07,25,11.25,0.3,1,4
83122,108,4,RegionalX,2025-10-04,2025-10-07,2025-10-07,40,216.0,8.21,1,3
83123,106,4,RegionalX,2025-10-04,2025-10-07,2025-10-08,75,742.5,37.65,0,4
83124,113,2,GroundCo,2025-10-04,2025-10-08,2025-10-08,20,59.0,2.0,1,4
83125,112,4,GroundCo,2025-10-04,2025-10-09,2025-10-08,100,1575.0,72.65,1,4
83126,106,1,RegionalX,2025-10-04,2025-10-09,2025-10-08,25,247.5,13.06,1,4
83127,110,3,RegionalX,2025-10-04,2025-10-09,2025-10-06,40,330.0,14.72,1,2
83128,107,1,RegionalX,2025-10-05,2025-10-09,2025-10-07,100,380.0,15.41,1,2
83129,113,3,RegionalX,2025-10-05,2025-10-09,2025-10-08,75,221.25,9.69,1,3
83130,102,1,GroundCo,2025-10-05,2025-10-10,2025-10-09,50,80.0,2.7,1,4
83131,111,3,GroundCo,2025-10-05,2025-10-09,2025-10-09,40,380.0,10.86,1,4
83132,107,2,GroundCo,2025-10-05,2025-10-10,2025-10-11,25,95.0,3.54,0,6
83133,110,3,AirFast,2025-10-06,2025-10-09,2025-10-08,40,330.0,23.29,1,2
83134,114,4,GroundCo,2025-10-06,2025-10-12,2025-10-11,50,230.0,8.11,1,5
83135,107,1,GroundCo,2025-10-06,2025-10-11,2025-10-10,20,76.0,1.96,1,4
83136,115,4,AirFast,2025-10-07,2025-10-10,2025-10-08,40,279.6,22.77,1,1
83137,104,4,GroundCo,2025-10-07,2025-10-12,2025-10-10,20,9.0,0.25,1,3
83138,113,4,GroundCo,2025-10-07,2025-10-11,2025-10-11,100,295.0,10.03,1,4
83139,106,1,GroundCo,2025-10-07,2025-10-12,2025-10-12,50,495.0,20.34,1,5
83140,107,2,GroundCo,2025-10-07,2025-10-11,2025-10-10,20,76.0,1.98,1,3
83141,103,2,RegionalX,2025-10-07,2025-10-11,2025-10-09,20,15.0,0.6,1,2
83142,114,4,RegionalX,2025-10-08,2025-10-13,2025-10-10,25,115.0,4.37,1,2
83143,106,2,GroundCo,2025-10-08,2025-10-14,2025-10-12,40,396.0,16.17,1,4
83144,110,3,GroundCo,2025-10-08,2025-10-13,2025-10-13,50,412.5,16.74,1,5
83145,113,4,RegionalX,2025-10-09,2025-10-13,2025-10-13,25,73.75,2.57,1,4
83146,109,4,RegionalX,2025-10-09,2025-10-12,2025-10-13,25,300.0,15.69,0,4
83147,113,1,GroundCo,2025-10-09,2025-10-14,2025-10-16,25,73.75,2.26,0,7
83148,106,2,AirFast,2025-10-10,2025-10-12,2025-10-15,40,396.0,27.6,0,5
83149,101,4,RegionalX,2025-10-10,2025-10-15,2025-10-13,40,48.0,2.14,1,3
83150,101,2,GroundCo,2025-10-10,2025-10-16,2025-10-18,75,90.0,2.58,0,8
83151,115,4,GroundCo,2025-10-11,2025-10-17,2025-10-20,10,69.9,2.48,0,9
83152,107,2,AirFast,2025-10-11,2025-10-14,2025-10-13,100,380.0,30.38,1,2
83153,110,4,GroundCo,2025-10-11,2025-10-16,2025-10-16,50,412.5,11.52,1,5
83154,113,3,RegionalX,2025-10-12,2025-10-16,2025-10-14,100,295.0,11.02,1,2
83155,111,4,GroundCo,2025-10-12,2025-10-17,2025-10-15,10,95.0,3.66,1,3
83156,109,1,GroundCo,2025-10-12,2025-10-17,2025-10-15,10,120.0,4.0,1,3
83157,108,3,GroundCo,2025-10-12,2025-10-16,2025-10-18,10,54.0,2.05,0,6
83158,102,4,GroundCo,2025-10-13,2025-10-18,2025-10-17,25,40.0,1.46,1,4
83159,110,2,RegionalX,2025-10-13,2025-10-16,2025-10-16,75,618.75,25.86,1,3
83160,103,4,GroundCo,2025-10-13,2025-10-17,2025-10-17,75,56.25,1.33,1,4
83161,105,3,GroundCo,2025-10-14,2025-10-18,2025-10-18,10,65.0,1.74,1,4
83162,109,3,GroundCo,2025-10-14,2025-10-18,2025-10-19,50,600.0,28.89,0,5
83163,109,4,GroundCo,2025-10-14,2025-10-20,2025-10-18,20,240.0,9.61,1,4
83164,111,1,GroundCo,2025-10-14,2025-10-18,2025-10-18,100,950.0,31.7,1,4
83165,110,2,GroundCo,2025-10-14,2025-10-19,2025-10-19,40,330.0,12.45,1,5
83166,106,1,RegionalX,2025-10-14,2025-10-17,2025-10-16,40,396.0,19.74,1,2
83167,108,4,RegionalX,2025-10-15,2025-10-20,2025-10-17,10,54.0,2.44,1,2
83168,101,1,RegionalX,2025-10-15,2025-10-20,2025-10-18,20,24.0,0.86,1,3
83169,104,2,AirFast,2025-10-15,2025-10-16,2025-10-17,40,18.0,0.94,0,2
83170,104,4,RegionalX,2025-10-15,2025-10-18,2025-10-17,50,22.5,0.61,1,2
83171,111,3,AirFast,2025-10-15,2025-10-16,2025-10-16,100,950.0,78.19,1,1
83172,111,4,GroundCo,2025-10-15,2025-10-19,2025-10-23,50,475.0,14.99,0,8
83173,105,1,AirFast,2025-10-16,2025-10-17,2025-10-17,25,162.5,13.38,1,1
83174,110,4,GroundCo,2025-10-16,2025-10-21,2025-10-21,20,165.0,6.95,1,5
83175,104,1,GroundCo,2025-10-16,2025-10-22,2025-10-26,75,33.75,0.87,0,10
83176,104,4,RegionalX,2025-10-16,2025-10-20,2025-10-19,40,18.0,0.47,1,3
83177,111,3,GroundCo,2025-10-16,2025-10-21,2025-10-20,25,237.5,8.21,1,4
83178,103,4,GroundCo,2025-10-16,2025-10-21,2025-10-24,10,7.5,0.18,0,8
83179,114,2,RegionalX,2025-10-17,2025-10-20,2025-10-19,50,230.0,8.18,1,2
83180,109,1,RegionalX,2025-10-17,2025-10-21,2025-10-20,20,240.0,14.41,1,3
83181,111,1,RegionalX,2025-10-17,2025-10-21,2025-10-19,50,475.0,19.56,1,2
83182,108,2,GroundCo,2025-10-18,2025-10-23,2025-10-22,20,108.0,3.57,1,4
83183,113,2,GroundCo,2025-10-18,2025-10-24,2025-10-21,25,73.75,1.93,1,3
83184,113,2,GroundCo,2025-10-18,2025-10-22,2025-10-22,100,295.0,10.72,1,4
83185,111,1,AirFast,2025-10-18,2025-10-20,2025-10-19,75,712.5,41.71,1,1
83186,112,1,RegionalX,2025-10-18,2025-10-21,2025-10-20,20,315.0,13.01,1,2
83187,107,1,RegionalX,2025-10-19,2025-10-22,2025-10-21,75,285.0,14.17,1,2
83188,113,2,GroundCo,2025-10-19,2025-10-25,2025-10-24,25,73.75,1.99,1,5
83189,113,3,GroundCo,2025-10-19,2025-10-25,2025-10-24,50,147.5,5.02,1,5
83190,110,4,RegionalX,2025-10-19,2025-10-23,2025-10-21,75,618.75,33.3,1,2
83191,104,1,RegionalX,2025-10-19,2025-10-23,2025-10-21,20,9.0,0.29,1,2
83192,112,2,GroundCo,2025-10-20,2025-10-24,2025-10-23,10,157.5,6.17,1,3
83193,101,1,RegionalX,2025-10-20,2025-10-23,2025-10-23,75,90.0,3.76,1,3
83194,114,3,GroundCo,2025-10-20,2025-10-26,2025-10-25,40,184.0,6.46,1,5
83195,106,3,RegionalX,2025-10-20,2025-10-25,2025-10-22,10,99.0,4.76,1,2
83196,102,4,RegionalX,2025-10-20,2025-10-23,2025-10-24,50,80.0,2.86,0,4
83197,107,4,AirFast,2025-10-20,2025-10-22,2025-10-21,100,380.0,28.0,1,1
83198,104,4,RegionalX,2025-10-21,2025-10-25,2025-10-25,25,11.25,0.37,1,4
83199,110,2,RegionalX,2025-10-21,2025-10-25,2025-10-24,75,618.75,27.82,1,3
83200,104,3,GroundCo,2025-10-21,2025-10-27,2025-10-24,20,9.0,0.18,1,3
83201,115,4,GroundCo,2025-10-21,2025-10-25,2025-10-26,25,174.75,5.2,0,5
83202,103,2,GroundCo,2025-10-21,2025-10-25,2025-10-25,10,7.5,0.25,1,4
83203,111,3,GroundCo,2025-10-22,2025-10-27,2025-10-25,100,950.0,28.37,1,3
83204,101,3,AirFast,2025-10-22,2025-10-23,2025-10-23,40,48.0,3.24,1,1
83205,114,1,GroundCo,2025-10-22,2025-10-27,2025-10-30,10,46.0,1.49,0,8
83206,101,3,RegionalX,2025-10-23,2025-10-26,2025-10-25,75,90.0,4.68,1,2
83207,114,3,AirFast,2025-10-23,2025-10-25,2025-10-25,40,184.0,13.06,1,2
83208,106,3,RegionalX,2025-10-23,2025-10-27,2025-10-25,20,198.0,10.8,1,2
83209,113,1,RegionalX,2025-10-23,2025-10-26,2025-10-27,100,295.0,13.67,0,4
83210,106,1,GroundCo,2025-10-23,2025-10-27,2025-10-27,75,742.5,28.19,1,4
83211,105,1,RegionalX,2025-10-23,2025-10-27,2025-10-27,100,650.0,27.53,1,4
83212,106,4,AirFast,2025-10-24,2025-10-26,2025-10-25,40,396.0,36.54,1,1
83213,111,2,AirFast,2025-10-24,2025-10-25,2025-10-25,40,380.0,22.4,1,1
83214,107,2,RegionalX,2025-10-24,2025-10-29,2025-10-28,10,38.0,1.69,1,4
83215,115,4,GroundCo,2025-10-24,2025-10-28,2025-10-27,20,139.8,4.73,1,3
83216,102,3,GroundCo,2025-10-24,2025-10-28,2025-10-29,20,32.0,1.24,0,5
83217,111,4,RegionalX,2025-10-25,2025-10-28,2025-10-29,40,380.0,14.07,0,4
83218,107,1,AirFast,2025-10-25,2025-10-26,2025-10-27,50,190.0,10.32,0,2
83219,101,1,AirFast,2025-10-25,2025-10-27,2025-10-26,100,120.0,9.8,1,1
83220,110,2,GroundCo,2025-10-25,2025-10-31,2025-10-28,50,412.5,14.7,1,3
83221,104,1,GroundCo,2025-10-25,2025-10-31,2025-10-28,40,18.0,0.43,1,3
83222,107,4,RegionalX,2025-10-26,2025-10-30,2025-10-30,75,285.0,10.99,1,4
83223,107,1,AirFast,2025-10-26,2025-10-27,2025-10-27,75,285.0,18.28,1,1
83224,107,2,GroundCo,2025-10-26,2025-11-01,2025-10-30,20,76.0,3.06,1,4
83225,103,1,RegionalX,2025-10-27,2025-10-30,2025-10-30,50,37.5,1.28,1,3
83226,111,2,GroundCo,2025-10-27,2025-11-01,2025-10-31,25,237.5,8.2,1,4
83227,112,1,AirFast,2025-10-27,2025-10-28,2025-10-29,20,315.0,24.03,0,2
83228,115,3,GroundCo,2025-10-27,2025-11-01,2025-11-06,25,174.75,6.18,0,10
83229,107,4,AirFast,2025-10-27,2025-10-29,2025-10-29,25,95.0,5.15,1,2
83230,107,4,GroundCo,2025-10-27,2025-11-01,2025-10-30,75,285.0,11.11,1,3
83231,113,4,AirFast,2025-10-28,2025-10-30,2025-10-29,10,29.5,1.47,1,1
83232,111,3,RegionalX,2025-10-28,2025-11-01,2025-10-30,20,190.0,8.15,1,2
83233,115,4,GroundCo,2025-10-28,2025-11-01,2025-10-31,20,139.8,4.48,1,3
83234,114,3,GroundCo,2025-10-28,2025-11-01,2025-11-01,100,460.0,16.12,1,4
83235,108,2,GroundCo,2025-10-28,2025-11-01,2025-11-02,20,108.0,3.88,0,5
83236,110,2,RegionalX,2025-10-29,2025-11-02,2025-11-01,10,82.5,3.91,1,3
83237,101,1,GroundCo,2025-10-29,2025-11-02,2025-11-02,75,90.0,3.83,1,4
83238,105,3,GroundCo,2025-10-29,2025-11-02,2025-11-05,75,487.5,17.25,0,7
83239,109,1,RegionalX,2025-10-30,2025-11-04,2025-11-03,50,600.0,34.41,1,4
83240,107,4,GroundCo,2025-10-30,2025-11-04,2025-11-03,50,190.0,5.09,1,4
83241,104,1,GroundCo,2025-10-30,2025-11-04,2025-11-02,100,45.0,1.19,1,3
83242,101,1,RegionalX,2025-10-31,2025-11-03,2025-11-04,25,30.0,1.19,0,4
83243,115,2,AirFast,2025-10-31,2025-11-03,2025-11-06,40,279.6,16.48,0,6
83244,110,4,GroundCo,2025-10-31,2025-11-05,2025-11-03,25,206.25,7.26,1,3
83245,112,2,GroundCo,2025-11-01,2025-11-07,2025-11-04,50,787.5,24.43,1,3
83246,103,4,RegionalX,2025-11-01,2025-11-05,2025-11-03,75,56.25,1.62,1,2
83247,101,2,GroundCo,2025-11-01,2025-11-05,2025-11-06,25,30.0,1.03,0,5
83248,114,1,GroundCo,2025-11-01,2025-11-07,2025-11-06,10,46.0,1.64,1,5
83249,114,3,GroundCo,2025-11-01,2025-11-07,2025-11-06,50,230.0,8.69,1,5
83250,101,3,GroundCo,2025-11-01,2025-11-06,2025-11-06,40,48.0,1.92,1,5
83251,114,2,GroundCo,2025-11-01,2025-11-06,2025-11-05,20,92.0,3.32,1,4
83252,108,1,RegionalX,2025-11-01,2025-11-04,2025-11-04,40,216.0,7.83,1,3
83253,107,3,RegionalX,2025-11-01,2025-11-05,2025-11-03,100,380.0,12.11,1,2
83254,113,3,RegionalX,2025-11-02,2025-11-06,2025-11-05,20,59.0,1.9,1,3
83255,102,2,RegionalX,2025-11-02,2025-11-06,2025-11-05,20,32.0,1.13,1,3
83256,102,1,AirFast,2025-11-02,2025-11-05,2025-11-04,10,16.0,1.14,1,2
83257,110,1,AirFast,2025-11-02,2025-11-03,2025-11-03,100,825.0,65.53,1,1
83258,107,1,GroundCo,2025-11-02,2025-11-07,2025-11-05,10,38.0,1.48,1,3
83259,110,1,RegionalX,2025-11-02,2025-11-07,2025-11-06,100,825.0,29.65,1,4
83260,106,4,AirFast,2025-11-02,2025-11-05,2025-11-03,75,742.5,62.29,1,1
83261,109,2,GroundCo,2025-11-03,2025-11-07,2025-11-07,10,120.0,3.81,1,4
83262,113,1,GroundCo,2025-11-03,2025-11-09,2025-11-07,10,29.5,0.68,1,4
